Complaint Datetime,Case Number,Signal Suffix,CAD Signal Code Description,Grid Code,Address String,Latitude,Longitude,City,State,year,month,yearmonth
1/27/2013 19:35,PD130127035511,14,CONDUCT INVESTIGATION,862,6712 NW 25TH AVE,25.8355398,-80.23936134,Miami Dade County,FL,2013,1,157
1/28/2013 2:04,PD130128035800,14,CONDUCT INVESTIGATION,863,1735 NW 69TH TER,25.83789232,-80.2259515,Miami Dade County,FL,2013,1,157
1/29/2013 2:32,PD130129037141,14,CONDUCT INVESTIGATION,863,1806 NW 68TH TER,25.83647275,-80.22731374,Miami Dade County,FL,2013,1,157
1/29/2013 9:11,PD130129037321,14,CONDUCT INVESTIGATION,862,2332 NW 63RD ST,25.8322493,-80.23576136,Miami Dade County,FL,2013,1,157
1/30/2013 0:12,PD130130038449,14,CONDUCT INVESTIGATION,966,2975 NW 48TH TER,25.81868451,-80.24414272,Miami Dade County,FL,2013,1,157
1/30/2013 0:27,PD130130038460,14,CONDUCT INVESTIGATION,918,5969 NW 25TH AVE,25.82917336,-80.23895287,Miami Dade County,FL,2013,1,157
1/30/2013 18:10,PD130130039437,14,CONDUCT INVESTIGATION,917,2965 NW 59TH ST,25.82842709,-80.24432604,Miami Dade County,FL,2013,1,157
1/31/2013 22:51,PD130131041110,14,CONDUCT INVESTIGATION,918,2606 NW 59TH ST,25.82845724,-80.24005647,Miami Dade County,FL,2013,1,157
2/3/2013 1:25,PD130203043968,14,CONDUCT INVESTIGATION,862,6457 NW 23RD AVE,25.83353035,-80.23506925,Miami Dade County,FL,2013,2,158
2/6/2013 0:49,PD130206047643,14,CONDUCT INVESTIGATION,863,1821 NW 66TH ST,25.83476036,-80.22748973,Miami Dade County,FL,2013,2,158
2/6/2013 18:12,PD130206048623,14,CONDUCT INVESTIGATION,919,1870 NW 60TH ST,25.82974647,-80.22820623,Miami Dade County,FL,2013,2,158
2/7/2013 1:19,PD130207049022,14,CONDUCT INVESTIGATION,1019,2204 NW 41ST ST,25.81301398,-80.23229959,Miami Dade County,FL,2013,2,158
2/9/2013 2:44,PD130209051802,14,CONDUCT INVESTIGATION,967,4954 NW 22ND AVE,25.81981729,-80.23254582,Miami Dade County,FL,2013,2,158
2/10/2013 4:26,PD130210053279,32,ASSAULT,863,1840 NW 62ND TER,25.83212146,-80.22780362,Miami Dade County,FL,2013,2,158
2/10/2013 5:18,PD130210053291,14,CONDUCT INVESTIGATION,967,2262 NW 51ST ST,25.82112735,-80.23386052,Miami Dade County,FL,2013,2,158
2/11/2013 4:52,PD130211054371,14,CONDUCT INVESTIGATION,967,4694 NW 24TH AVE,25.81750411,-80.23653766,Miami Dade County,FL,2013,2,158
2/11/2013 4:54,PD130211054372,14,CONDUCT INVESTIGATION,967,5325 NW 27TH AVE,25.82326006,-80.2406846,Miami Dade County,FL,2013,2,158
2/14/2013 12:39,PD130214058930,29JO,ROBBERY,862,2466 NW 68TH ST,25.83629686,-80.23863498,Miami Dade County,FL,2013,2,158
2/16/2013 20:50,PD130216062057,14,CONDUCT INVESTIGATION,861,6764 NW 31ST AVE,25.83519162,-80.24748844,Miami Dade County,FL,2013,2,158
2/17/2013 7:07,PD130217062655,14,CONDUCT INVESTIGATION,918,2608 NW 59TH ST,25.82845667,-80.24007583,Miami Dade County,FL,2013,2,158
2/20/2013 18:30,PD130220067184,14,CONDUCT INVESTIGATION,966,2798 NW 54TH ST,25.82386029,-80.24179744,Miami Dade County,FL,2013,2,158
2/20/2013 20:03,PD130220067291,14,CONDUCT INVESTIGATION,917,2949 NW 56TH ST,25.82571136,-80.24390283,Miami Dade County,FL,2013,2,158
2/21/2013 0:44,PD130221067550,14,CONDUCT INVESTIGATION,967,5325 NW 26TH AVE,25.82324842,-80.23968408,Miami Dade County,FL,2013,2,158
2/21/2013 2:15,PD130221067596,14,CONDUCT INVESTIGATION,863,1736 NW 70TH ST,25.83838283,-80.22600752,Miami Dade County,FL,2013,2,158
2/23/2013 4:24,PD130223070378,14,CONDUCT INVESTIGATION,863,1886 NW 68TH TER,25.83643222,-80.22882427,Miami Dade County,FL,2013,2,158
2/23/2013 4:57,PD130223070388,14,CONDUCT INVESTIGATION,967,4740 NW 23RD CT,25.81796561,-80.23552574,Miami Dade County,FL,2013,2,158
2/23/2013 7:46,PD130223070475,14,CONDUCT INVESTIGATION,863,6534 NW 21ST AVE,25.83420157,-80.23106977,Miami Dade County,FL,2013,2,158
2/24/2013 6:04,PD130224071800,14,CONDUCT INVESTIGATION,3968,4841 NW 19TH AVE,25.81942602,-80.2283832,Miami Dade County,FL,2013,2,158
2/24/2013 21:26,PD130224072607,14,CONDUCT INVESTIGATION,1019,2394 NW 43RD ST,25.81476401,-80.23626213,Miami Dade County,FL,2013,2,158
2/25/2013 16:11,PD130225073555,14,CONDUCT INVESTIGATION,967,5145 NW 27TH AVE,25.82199976,-80.24065449,Miami Dade County,FL,2013,2,158
2/25/2013 23:04,PD130225074010,14,CONDUCT INVESTIGATION,968,1947 NW 46TH ST,25.81714135,-80.22914804,Miami Dade County,FL,2013,2,158
2/26/2013 2:17,PD130226074120,14,CONDUCT INVESTIGATION,966,3084 NW 50TH ST,25.81998407,-80.24638633,Miami Dade County,FL,2013,2,158
2/26/2013 12:23,PD130226074596,14,CONDUCT INVESTIGATION,966,5293 NW 30TH CT,25.82281469,-80.24516446,Miami Dade County,FL,2013,2,158
2/28/2013 2:17,PD130228076769,14,CONDUCT INVESTIGATION,862,NW 22ND AVE & NW 66TH ST,25.83469929,-80.23313686,Miami Dade County,FL,2013,2,158
2/28/2013 2:19,PD130228076770,14,CONDUCT INVESTIGATION,967,5076 NW 26TH AVE,25.8209793,-80.23976408,Miami Dade County,FL,2013,2,158
2/28/2013 5:05,PD130228076814,14,CONDUCT INVESTIGATION,966,3052 NW 50TH ST,25.81987475,-80.24566407,Miami Dade County,FL,2013,2,158
2/28/2013 5:12,PD130228076815,14,CONDUCT INVESTIGATION,917,2793 NW 61ST ST,25.83034962,-80.24203907,Miami Dade County,FL,2013,2,158
2/28/2013 23:41,PD130228077948,14,CONDUCT INVESTIGATION,918,6148 NW 25TH AVE,25.83078761,-80.23916511,Miami Dade County,FL,2013,2,158
2/28/2013 23:42,PD130228077956,14,CONDUCT INVESTIGATION,862,2439 NW 68TH ST,25.83642367,-80.2380608,Miami Dade County,FL,2013,2,158
2/28/2013 23:43,PD130301077965,14,CONDUCT INVESTIGATION,968,5101 NW 21ST AVE,25.8220601,-80.23047976,Miami Dade County,FL,2013,2,158
3/1/2013 19:10,PD130301078988,14,CONDUCT INVESTIGATION,863,1829 NW 62ND TER,25.83248707,-80.2274543,Miami Dade County,FL,2013,3,159
3/2/2013 22:37,PD130302080491,14,CONDUCT INVESTIGATION,917,2794 NW 60TH ST,25.82933178,-80.24198958,Miami Dade County,FL,2013,3,159
3/3/2013 2:27,PD130303080784,14,CONDUCT INVESTIGATION,918,2609 NW 61ST ST,25.83037426,-80.24016836,Miami Dade County,FL,2013,3,159
3/3/2013 22:21,PD130303081689,14,CONDUCT INVESTIGATION,861,6453 NW 30TH AVE,25.83296547,-80.24523672,Miami Dade County,FL,2013,3,159
3/5/2013 21:38,PD130305084274,14,CONDUCT INVESTIGATION,968,2069 NW 53RD ST,25.82352387,-80.23023758,Miami Dade County,FL,2013,3,159
3/6/2013 4:10,PD130306084473,14,CONDUCT INVESTIGATION,917,2936 NW 62ND ST,25.83105814,-80.24394876,Miami Dade County,FL,2013,3,159
3/6/2013 17:45,PD130306085330,14,CONDUCT INVESTIGATION,967,5166 NW 23RD AVE,25.82211539,-80.2347,Miami Dade County,FL,2013,3,159
3/6/2013 22:54,PD130306085666,14,CONDUCT INVESTIGATION,967,4787 NW 24TH AVE,25.81830081,-80.23644424,Miami Dade County,FL,2013,3,159
3/6/2013 23:49,PD130306085711,14,CONDUCT INVESTIGATION,862,6635 NW 24TH CT,25.8348588,-80.23819784,Miami Dade County,FL,2013,3,159
3/7/2013 3:45,PD130307085793,14,CONDUCT INVESTIGATION,918,2257 NW 57TH ST,25.82691666,-80.23395234,Miami Dade County,FL,2013,3,159
3/8/2013 0:33,PD130308087120,14,CONDUCT INVESTIGATION,861,6970 NW 30TH AVE,25.83718906,-80.24555763,Miami Dade County,FL,2013,3,159
3/8/2013 22:45,PD130308088362,14,CONDUCT INVESTIGATION,863,1823 NW 66TH ST,25.83475935,-80.22752749,Miami Dade County,FL,2013,3,159
3/9/2013 21:30,PD130309089586,14,CONDUCT INVESTIGATION,917,5459 NW 31ST AVE,25.82432443,-80.24682386,Miami Dade County,FL,2013,3,159
3/9/2013 22:09,PD130309089652,14,CONDUCT INVESTIGATION,863,6289 NW 18TH AVE,25.83279634,-80.22692868,Miami Dade County,FL,2013,3,159
3/10/2013 6:13,PD130310090096,14,CONDUCT INVESTIGATION,919,1865 NW 60TH ST,25.82986178,-80.22810374,Miami Dade County,FL,2013,3,159
3/10/2013 19:03,PD130310090696,14,CONDUCT INVESTIGATION,917,2961 NW 59TH ST,25.82869198,-80.24426801,Miami Dade County,FL,2013,3,159
3/11/2013 0:12,PD130311091003,14,CONDUCT INVESTIGATION,795,NW 17TH CT & NW 73RD ST,25.84134633,-80.22628855,Miami Dade County,FL,2013,3,159
3/11/2013 22:12,PD130311092247,14,CONDUCT INVESTIGATION,1019,4388 NW 22ND CT,25.8154622,-80.23340708,Miami Dade County,FL,2013,3,159
3/12/2013 2:34,PD130312092402,14,CONDUCT INVESTIGATION,967,2222 NW 52ND ST,25.82260897,-80.23307012,Miami Dade County,FL,2013,3,159
3/12/2013 23:42,PD130313093725,14,CONDUCT INVESTIGATION,863,6211 NW 20TH AVE,25.83189996,-80.22993452,Miami Dade County,FL,2013,3,159
3/13/2013 23:27,PD130313095146,14,CONDUCT INVESTIGATION,861,NW 29TH AVE & NW 62ND ST,25.8311354,-80.2431819,Miami Dade County,FL,2013,3,159
3/15/2013 20:03,PD130315097639,14,CONDUCT INVESTIGATION,917,6018 NW 29TH AVE,25.8295424,-80.24312325,Miami Dade County,FL,2013,3,159
3/16/2013 3:37,PD130316098051,14,CONDUCT INVESTIGATION,1019,2572 NW 46TH ST,25.81649368,-80.23923991,Miami Dade County,FL,2013,3,159
3/18/2013 2:26,PD130318100577,14,CONDUCT INVESTIGATION,863,2130 NW 63RD ST,25.83239133,-80.23166594,Miami Dade County,FL,2013,3,159
3/23/2013 0:16,PD130323107338,14,CONDUCT INVESTIGATION,863,6553 NW 22ND AVE,25.83429347,-80.23305681,Miami Dade County,FL,2013,3,159
3/23/2013 1:41,PD130323107423,14,CONDUCT INVESTIGATION,918,5959 NW 27TH AVE,25.82902605,-80.24096313,Miami Dade County,FL,2013,3,159
3/25/2013 4:08,PD130325110115,14,CONDUCT INVESTIGATION,918,2211 NW 57TH ST,25.82694681,-80.23303754,Miami Dade County,FL,2013,3,159
3/27/2013 18:58,PD130327113837,14,CONDUCT INVESTIGATION,917,3119 NW 54TH ST,25.82381604,-80.24727922,Miami Dade County,FL,2013,3,159
3/27/2013 21:23,PD130327114017,14,CONDUCT INVESTIGATION,863,1824 NW 69TH TER,25.83771959,-80.22772083,Miami Dade County,FL,2013,3,159
3/29/2013 5:57,PD130329115774,14,CONDUCT INVESTIGATION,3968,5125 NW 19TH AVE,25.82199585,-80.22847142,Miami Dade County,FL,2013,3,159
3/30/2013 0:00,PD130330116878,14,CONDUCT INVESTIGATION,967,2228 NW 52ND ST,25.8226055,-80.23317884,Miami Dade County,FL,2013,3,159
3/30/2013 0:25,PD130330116908,14,CONDUCT INVESTIGATION,862,2275 NW 65TH ST,25.83382886,-80.23460567,Miami Dade County,FL,2013,3,159
3/30/2013 6:37,PD130330117146,14,CONDUCT INVESTIGATION,917,2936 NW 61ST ST,25.83017873,-80.24388719,Miami Dade County,FL,2013,3,159
3/31/2013 3:03,PD130331118409,14,CONDUCT INVESTIGATION,1018,NW 30TH AVE & NW 46TH ST,25.81638583,-80.24458371,Miami Dade County,FL,2013,3,159
4/1/2013 3:07,PD130401119473,14,CONDUCT INVESTIGATION,3968,1897 NW 52ND ST,25.82287919,-80.22846744,Miami Dade County,FL,2013,4,160
4/2/2013 21:25,PD130402122116,14,CONDUCT INVESTIGATION,918,6031 NW 23RD CT,25.82985295,-80.23553558,Miami Dade County,FL,2013,4,160
4/5/2013 17:49,PD130405125954,14,CONDUCT INVESTIGATION,968,2125 NW 48TH ST,25.81910723,-80.23098831,Miami Dade County,FL,2013,4,160
4/5/2013 20:06,PD130405126091,14,CONDUCT INVESTIGATION,967,5327 NW 24TH CT,25.82353766,-80.23727979,Miami Dade County,FL,2013,4,160
4/6/2013 16:21,PD130406127069,30,SHOOTING,863,1721 NW 70TH ST,25.83849967,-80.22570891,Miami Dade County,FL,2013,4,160
4/9/2013 5:27,PD130409130347,14,CONDUCT INVESTIGATION,918,2629 NW 55TH TER,25.82546745,-80.2401118,Miami Dade County,FL,2013,4,160
4/10/2013 2:44,PD130410131698,14,CONDUCT INVESTIGATION,863,1811 NW 69TH ST,25.83733324,-80.22754558,Miami Dade County,FL,2013,4,160
4/11/2013 1:50,PD130411133042,14,CONDUCT INVESTIGATION,967,5113 NW 24TH AVE,25.8215232,-80.23657171,Miami Dade County,FL,2013,4,160
4/12/2013 3:10,PD130412134448,14,CONDUCT INVESTIGATION,861,6352 NW 27TH AVE,25.83253195,-80.24125056,Miami Dade County,FL,2013,4,160
4/13/2013 3:59,PD130413135852,14,CONDUCT INVESTIGATION,919,5952 NW 19TH AVE,25.82936198,-80.22890013,Miami Dade County,FL,2013,4,160
4/13/2013 19:17,PD130413136713,14,CONDUCT INVESTIGATION,861,2983 NW 65TH ST,25.83338601,-80.24494512,Miami Dade County,FL,2013,4,160
4/13/2013 23:57,PD130414137103,14,CONDUCT INVESTIGATION,1021,4458 NW 21ST AVE,25.81581505,-80.2303503,Miami Dade County,FL,2013,4,160
4/14/2013 5:48,PD130414137344,32,ASSAULT,863,1820 NW 68TH ST,25.83574088,-80.22759829,Miami Dade County,FL,2013,4,160
4/15/2013 0:36,PD130415138303,14,CONDUCT INVESTIGATION,863,2010 NW 63RD ST,25.83215428,-80.23013925,Miami Dade County,FL,2013,4,160
4/15/2013 21:56,PD130415139474,14,CONDUCT INVESTIGATION,966,5109 NW 31ST AVE,25.82076359,-80.24670155,Miami Dade County,FL,2013,4,160
4/15/2013 22:26,PD130415139491,14,CONDUCT INVESTIGATION,862,2640 NW 65TH ST,25.83349872,-80.24064097,Miami Dade County,FL,2013,4,160
4/17/2013 2:26,PD130417141035,14,CONDUCT INVESTIGATION,919,2006 NW 60TH ST,25.82970279,-80.22997561,Miami Dade County,FL,2013,4,160
4/18/2013 1:30,PD130418142445,14,CONDUCT INVESTIGATION,968,2092 NW 50TH ST,25.82051453,-80.23039902,Miami Dade County,FL,2013,4,160
4/18/2013 6:20,PD130418142533,14,CONDUCT INVESTIGATION,967,2689 NW 49TH ST,25.8190244,-80.24049861,Miami Dade County,FL,2013,4,160
4/18/2013 20:31,PD130418143539,14,CONDUCT INVESTIGATION,862,7090 NW 22ND AVE,25.83833492,-80.23413558,Miami Dade County,FL,2013,4,160
4/18/2013 23:49,PD130418143744,14,CONDUCT INVESTIGATION,918,5836 NW 25TH AVE,25.82795033,-80.23899228,Miami Dade County,FL,2013,4,160
4/19/2013 8:06,PD130419143971,14,CONDUCT INVESTIGATION,4021,1884 NW 45TH ST,25.81601977,-80.22806101,Miami Dade County,FL,2013,4,160
4/20/2013 0:59,PD130420145174,14,CONDUCT INVESTIGATION,967,5316 NW 26TH AVE,25.82317547,-80.23980373,Miami Dade County,FL,2013,4,160
4/20/2013 4:35,PD130420145308,14,CONDUCT INVESTIGATION,967,5337 NW 26TH AVE,25.82335379,-80.23968694,Miami Dade County,FL,2013,4,160
4/20/2013 5:08,PD130420145326,14,CONDUCT INVESTIGATION,967,4851 NW 23RD AVE,25.81904225,-80.23443474,Miami Dade County,FL,2013,4,160
4/21/2013 2:02,PD130421146590,14,CONDUCT INVESTIGATION,863,6749 NW 20TH AVE,25.83549224,-80.2300341,Miami Dade County,FL,2013,4,160
4/21/2013 2:45,PD130421146640,14,CONDUCT INVESTIGATION,967,4758 NW 25TH AVE,25.8179669,-80.23858603,Miami Dade County,FL,2013,4,160
4/21/2013 3:14,PD130421146649,14,CONDUCT INVESTIGATION,919,2025 NW 59TH ST,25.82888446,-80.23008953,Miami Dade County,FL,2013,4,160
4/22/2013 3:03,PD130422147714,14,CONDUCT INVESTIGATION,917,5728 NW 29TH AVE,25.8268873,-80.24299577,Miami Dade County,FL,2013,4,160
4/25/2013 1:29,PD130425151533,14,CONDUCT INVESTIGATION,862,6511 NW 27TH AVE,25.83365109,-80.24118862,Miami Dade County,FL,2013,4,160
4/26/2013 2:54,PD130426152846,14,CONDUCT INVESTIGATION,863,6213 NW 20TH AVE,25.83196345,-80.22993994,Miami Dade County,FL,2013,4,160
4/28/2013 20:11,PD130428156513,14,CONDUCT INVESTIGATION,918,5556 NW 25TH AVE,25.82564959,-80.23889251,Miami Dade County,FL,2013,4,160
4/28/2013 23:31,PD130428156717,14,CONDUCT INVESTIGATION,863,1971 NW 64TH ST,25.83348409,-80.22937489,Miami Dade County,FL,2013,4,160
4/30/2013 23:29,PD130430159263,14,CONDUCT INVESTIGATION,918,2357 NW 57TH ST,25.82704706,-80.23600687,Miami Dade County,FL,2013,4,160
5/1/2013 4:04,PD130501159370,14,CONDUCT INVESTIGATION,967,5239 NW 25TH AVE,25.82253079,-80.23871347,Miami Dade County,FL,2013,5,161
5/3/2013 7:08,PD130503162111,14,CONDUCT INVESTIGATION,968,2063 NW 52ND ST,25.82281442,-80.23014271,Miami Dade County,FL,2013,5,161
5/4/2013 0:33,PD130504163369,14,CONDUCT INVESTIGATION,967,5234 NW 26TH AVE,25.82245542,-80.23978422,Miami Dade County,FL,2013,5,161
5/4/2013 4:36,PD130504163545,14,CONDUCT INVESTIGATION,918,2557 NW 55TH ST,25.82474659,-80.23937329,Miami Dade County,FL,2013,5,161
5/5/2013 0:40,PD130505164788,14,CONDUCT INVESTIGATION,918,5729 NW 24TH AVE,25.82757732,-80.23664229,Miami Dade County,FL,2013,5,161
5/5/2013 1:52,PD130505164858,14,CONDUCT INVESTIGATION,863,1743 NW 69TH ST,25.83738233,-80.22604166,Miami Dade County,FL,2013,5,161
5/6/2013 0:19,PD130506166008,14,CONDUCT INVESTIGATION,966,3094 NW 50TH ST,25.81997907,-80.24658024,Miami Dade County,FL,2013,5,161
5/7/2013 3:46,PD130507167419,14,CONDUCT INVESTIGATION,966,4617 NW 31ST AVE,25.81651292,-80.24653938,Miami Dade County,FL,2013,5,161
5/9/2013 0:35,PD130509170177,14,CONDUCT INVESTIGATION,918,2631 NW 55TH TER,25.82546692,-80.24013107,Miami Dade County,FL,2013,5,161
5/10/2013 22:33,PD130510172760,14,CONDUCT INVESTIGATION,968,5158 NW 19TH AVE,25.82260351,-80.22872775,Miami Dade County,FL,2013,5,161
5/11/2013 4:38,PD130511173022,14,CONDUCT INVESTIGATION,967,2575 NW 51ST TER,25.82154228,-80.23946943,Miami Dade County,FL,2013,5,161
5/12/2013 2:56,PD130512174336,14,CONDUCT INVESTIGATION,862,NW 25TH AVE & NW 64TH ST,25.83305732,-80.23919259,Miami Dade County,FL,2013,5,161
5/13/2013 22:41,PD130513176683,32,ASSAULT,966,3057 NW 51ST ST,25.82072232,-80.24588456,Miami Dade County,FL,2013,5,161
5/16/2013 9:51,PD130516179876,14,CONDUCT INVESTIGATION,1021,4469 NW 22ND AVE,25.81581689,-80.2322869,Miami Dade County,FL,2013,5,161
5/17/2013 1:54,PD130517180969,14,CONDUCT INVESTIGATION,1021,2154 NW 43RD ST,25.81452265,-80.23136326,Miami Dade County,FL,2013,5,161
5/17/2013 20:02,PD130517182047,14,CONDUCT INVESTIGATION,918,6170 NW 25TH AVE,25.8309779,-80.23917356,Miami Dade County,FL,2013,5,161
5/17/2013 20:29,PD130517182080,14,CONDUCT INVESTIGATION,862,2577 NW 67TH ST,25.83544288,-80.24004288,Miami Dade County,FL,2013,5,161
5/18/2013 2:59,PD130518182508,14,CONDUCT INVESTIGATION,917,2927 NW 60TH ST,25.8296242,-80.24364333,Miami Dade County,FL,2013,5,161
5/23/2013 21:50,PD130523190388,14,CONDUCT INVESTIGATION,862,2544 NW 65TH ST,25.8335322,-80.23966376,Miami Dade County,FL,2013,5,161
5/26/2013 1:33,PD130526193457,14,CONDUCT INVESTIGATION,1019,4190 NW 22ND AVE,25.81409669,-80.23231977,Miami Dade County,FL,2013,5,161
5/26/2013 2:28,PD130526193408,14,CONDUCT INVESTIGATION,966,4611 NW 31ST AVE,25.81646219,-80.24653718,Miami Dade County,FL,2013,5,161
5/26/2013 2:40,PD130526193413,14,CONDUCT INVESTIGATION,863,2044 NW 65TH ST,25.83381749,-80.23130623,Miami Dade County,FL,2013,5,161
5/28/2013 21:15,PD130528196892,14,CONDUCT INVESTIGATION,918,2415 NW 54TH ST,25.82408981,-80.2371373,Miami Dade County,FL,2013,5,161
5/30/2013 23:45,PD130530199609,14,CONDUCT INVESTIGATION,862,6634 NW 24TH CT,25.83485584,-80.2383194,Miami Dade County,FL,2013,5,161
6/1/2013 5:00,PD130601201300,14,CONDUCT INVESTIGATION,8968,2128 NW 54TH ST,25.82417233,-80.23120159,Miami Dade County,FL,2013,6,162
6/1/2013 19:06,PD130601202053,14,CONDUCT INVESTIGATION,917,2939 NW 60TH ST,25.8293823,-80.24384896,Miami Dade County,FL,2013,6,162
6/2/2013 2:21,PD130602202507,14,CONDUCT INVESTIGATION,967,4684 NW 24TH AVE,25.81741789,-80.2365346,Miami Dade County,FL,2013,6,162
6/2/2013 3:46,PD130602202564,14,CONDUCT INVESTIGATION,863,1811 NW 63RD ST,25.83294143,-80.22724058,Miami Dade County,FL,2013,6,162
6/2/2013 11:26, ,14,CONDUCT INVESTIGATION,1019,2284 NW 46TH ST,25.81667073,-80.23407995,Miami Dade County,FL,2013,6,162
6/2/2013 16:32,PD130602203157,14,CONDUCT INVESTIGATION,863,6823 NW 18TH AVE,25.83639312,-80.22707971,Miami Dade County,FL,2013,6,162
6/3/2013 1:00,PD130603203645,14,CONDUCT INVESTIGATION,967,5276 NW 26TH AVE,25.82282423,-80.23979421,Miami Dade County,FL,2013,6,162
6/3/2013 2:25,PD130603203681,14,CONDUCT INVESTIGATION,863,1715 NW 64TH ST,25.83364462,-80.22538895,Miami Dade County,FL,2013,6,162
6/5/2013 2:16,PD130605206397,14,CONDUCT INVESTIGATION,1021,2117 NW 42ND ST,25.81410829,-80.23071638,Miami Dade County,FL,2013,6,162
6/6/2013 13:40,PD130606208260,14,CONDUCT INVESTIGATION,862,6646 NW 22ND AVE,25.83492525,-80.23320897,Miami Dade County,FL,2013,6,162
6/8/2013 15:25,PD130608211110,14,CONDUCT INVESTIGATION,918,2419 NW 54TH ST,25.82408787,-80.23724603,Miami Dade County,FL,2013,6,162
6/9/2013 8:39,PD130609212055,14,CONDUCT INVESTIGATION,918,2310 NW 58TH ST,25.82754006,-80.23514855,Miami Dade County,FL,2013,6,162
6/10/2013 3:12,PD130610213153,14,CONDUCT INVESTIGATION,862,2481 NW 66TH ST,25.83458091,-80.23886115,Miami Dade County,FL,2013,6,162
6/10/2013 22:23,PD130610214413,14,CONDUCT INVESTIGATION,1019,4318 NW 23RD CT,25.81499715,-80.23541805,Miami Dade County,FL,2013,6,162
6/11/2013 4:01,PD130611214607,14,CONDUCT INVESTIGATION,918,2587 NW 54TH ST,25.82401111,-80.23962338,Miami Dade County,FL,2013,6,162
6/11/2013 19:19,PD130611215592,14,CONDUCT INVESTIGATION,968,2016 NW 47TH ST,25.81757451,-80.22953625,Miami Dade County,FL,2013,6,162
6/12/2013 20:39,PD130612217135,14,CONDUCT INVESTIGATION,966,5073 NW 31ST AVE,25.8204762,-80.24668666,Miami Dade County,FL,2013,6,162
6/13/2013 5:18,PD130613217455,14,CONDUCT INVESTIGATION,863,6623 NW 18TH AVE,25.83486366,-80.22699437,Miami Dade County,FL,2013,6,162
6/13/2013 19:46,PD130613218429,14,CONDUCT INVESTIGATION,967,2267 NW 50TH ST,25.82047975,-80.23386041,Miami Dade County,FL,2013,6,162
6/14/2013 3:07,PD130614218794,14,CONDUCT INVESTIGATION,863,1735 NW 69TH TER,25.83789232,-80.2259515,Miami Dade County,FL,2013,6,162
6/14/2013 21:25,PD130614220054,14,CONDUCT INVESTIGATION,967,4703 NW 24TH AVE,25.81757661,-80.23641858,Miami Dade County,FL,2013,6,162
6/16/2013 20:45,PD130616222514,14,CONDUCT INVESTIGATION,862,6737 NW 26TH AVE,25.83572514,-80.24023881,Miami Dade County,FL,2013,6,162
6/17/2013 23:10,PD130617224072,14,CONDUCT INVESTIGATION,1019,2448 NW 44TH ST,25.81516379,-80.23738663,Miami Dade County,FL,2013,6,162
6/19/2013 23:16,PD130619226793,14,CONDUCT INVESTIGATION,862,2211 NW 66TH ST,25.83474891,-80.23339711,Miami Dade County,FL,2013,6,162
6/20/2013 7:32,PD130620227013,14,CONDUCT INVESTIGATION,863,1960 NW 64TH ST,25.83337517,-80.22932123,Miami Dade County,FL,2013,6,162
6/21/2013 0:01,PD130621228101,14,CONDUCT INVESTIGATION,863,1949 NW 67TH ST,25.83529118,-80.22956594,Miami Dade County,FL,2013,6,162
6/21/2013 0:11,PD130621228118,14,CONDUCT INVESTIGATION,920,1279 NW 60TH ST,25.83054696,-80.21813724,Miami Dade County,FL,2013,6,162
6/21/2013 0:17,PD130621228112,14,CONDUCT INVESTIGATION,919,NW 20TH AVE & NW 61ST BLK,25.83069976,-80.22996979,Miami Dade County,FL,2013,6,162
6/21/2013 0:21,PD130621228122,14,CONDUCT INVESTIGATION,919,NW 19TH CT & NW 61ST BLK,25.82978385,-80.22949237,Miami Dade County,FL,2013,6,162
6/21/2013 0:27,PD130621228131,14,CONDUCT INVESTIGATION,795,2167 NW 75TH ST,25.84315492,-80.23215703,Miami Dade County,FL,2013,6,162
6/21/2013 0:32,PD130621228137,14,CONDUCT INVESTIGATION,862,6632 NW 24TH CT,25.83483847,-80.23831889,Miami Dade County,FL,2013,6,162
6/21/2013 0:34,PD130621228138,14,CONDUCT INVESTIGATION,863,1782 NW 65TH ST,25.83407181,-80.22667963,Miami Dade County,FL,2013,6,162
6/21/2013 1:49,PD130621228220,14,CONDUCT INVESTIGATION,863,1736 NW 70TH ST,25.83838283,-80.22600752,Miami Dade County,FL,2013,6,162
6/21/2013 4:09,PD130621228336,14,CONDUCT INVESTIGATION,967,2485 NW 52ND ST,25.8222068,-80.23862622,Miami Dade County,FL,2013,6,162
6/21/2013 4:32,PD130621228340,14,CONDUCT INVESTIGATION,863,6727 NW 18TH AVE,25.83564885,-80.22704115,Miami Dade County,FL,2013,6,162
6/21/2013 7:27,PD130621228394,14,CONDUCT INVESTIGATION,863,1823 NW 63RD ST,25.83293355,-80.22746652,Miami Dade County,FL,2013,6,162
6/21/2013 8:51,PD130621228452,14,CONDUCT INVESTIGATION,863,1805 NW 66TH ST,25.83476846,-80.22718763,Miami Dade County,FL,2013,6,162
6/23/2013 1:18,PD130623230919,14,CONDUCT INVESTIGATION,863,6342 NW 19TH CT,25.83287577,-80.2295637,Miami Dade County,FL,2013,6,162
6/23/2013 1:27,PD130623230949,14,CONDUCT INVESTIGATION,967,5333 NW 27TH AVE,25.82333069,-80.2406874,Miami Dade County,FL,2013,6,162
6/23/2013 23:39,PD130624232074,14,CONDUCT INVESTIGATION,968,4955 NW 21ST AVE,25.82022738,-80.23044642,Miami Dade County,FL,2013,6,162
6/24/2013 2:11,PD130624232140,14,CONDUCT INVESTIGATION,967,2273 NW 51ST ST,25.82123368,-80.23406648,Miami Dade County,FL,2013,6,162
